name,ra,dec,redshift,nH,r500,r500+-,Tx500,Tx500-,Tx500+,Lx500_0.5-2.0,Lx500_0.5-2.0-,Lx500_0.5-2.0+,Lx500_0.01-100.0,Lx500_0.01-100.0-,Lx500_0.01-100.0+,Tx500ce,Tx500ce-,Tx500ce+,Lx500ce_0.5-2.0,Lx500ce_0.5-2.0-,Lx500ce_0.5-2.0+,Lx500ce_0.01-100.0,Lx500ce_0.01-100.0-,Lx500ce_0.01-100.0+
DESY3RM-65552,53.7879410218367,-28.7575803730443,0.11455238,0.00718,456.3727885610716,19.16035020497292,1.170933882,0.0568677119999998,0.05071343,1.186466344e+42,4.0197585191022e+41,3.9056787577202006e+41,2.1914153590000002e+42,5.867380779059501e+41,6.800286080030201e+41,1.11104104,0.0614702949999999,0.067733851,6.989707303e+41,2.3272856542500004e+41,3.998637288859e+41,1.2668304340000001e+42,7.2483228151101e+41,6.760777933086201e+41
DESY3RM-65743,356.571836064854,-53.2290664107022,0.28346968,0.0108,456.2381268747495,23.14639502585091,1.367172511,0.0939367049999999,0.2018335040000001,5.101837986e+42,1.25576918763835e+42,1.67578429853655e+42,1.0053963410000001e+43,2.3952912294101302e+42,3.24766687230063e+42,1.365932468,0.170480312,0.275583554,4.411328959e+42,1.0303023183632501e+42,1.42357822252907e+42,8.691070105e+42,2.46546511102567e+42,4.0223505748982704e+42
DESY3RM-65931,335.875176924998,-1.56482423549956,0.29020286,,,,,,,,,,,,,,,,,,,,,
DESY3RM-65945,28.8394434701232,-0.221983879148193,0.24493508,0.0266,193.074827637381,21.311125130994387,0.5381489494,0.2530412465,1.8506952506,6.767866654000001e+41,6.0300020222774e+41,2.196753631157e+40,1.0537688710000001e+42,9.949406527135401e+41,1.9387804258443e+41,1.370469427,0.4371198154,2.3656150900000004,7.305008809e+41,7.305008809e+41,6.762513434473401e+41,1.537874474e+42,1.1840179339115e+42,2.8484710014417205e+42
DESY3RM-66018,55.9838427200465,-54.7281626532519,0.29306254,0.0122,399.02061251375954,19.52261323664086,1.093121449,0.06950308,0.2418086689999998,2.146444911e+42,8.0435307398747e+41,3.7811466930012004e+41,3.821219383e+42,1.60873212839939e+42,9.748144318892e+41,1.088223886,0.1304983236999999,0.2343860989999999,1.487617001e+42,5.729668844152801e+41,3.6582658672132e+41,2.6447766160000002e+42,1.2618692933343901e+42,1.3873183978223401e+42
DESY3RM-66110,35.83415161889,-5.45415394573292,0.21413079,0.0225,391.26242829293136,18.195014065096938,0.9708447418,0.0557345221,0.0513314822,2.507124405e+42,7.0322747366763e+41,6.3084987821673e+41,4.255469097000001e+42,1.0541445126353202e+42,9.7208619435447e+41,0.9290402725,0.0766168835999999,0.0759009864999999,2.041045347e+42,6.292747594654901e+41,5.4800445562691006e+41,3.404771571e+42,8.9556202210191e+41,8.387233627662901e+41
DESY3RM-66471,325.780363937561,-56.5148485658639,0.10604315,,,,,,,,,,,,,,,,,,,,,
DESY3RM-66488,307.66885355351,-40.6241163342248,0.297244,,,,,,,,,,,,,,,,,,,,,
DESY3RM-67173,16.5540435693288,1.00963868130827,0.29402354,,,,,,,,,,,,,,,,,,,,,
DESY3RM-67862,38.7743007763568,-58.5058212378294,0.21822897,,,,,,,,,,,,,,,,,,,,,
DESY3RM-67902,353.77395245423,-54.1589293243524,0.12346286,,,,,,,,,,,,,,,,,,,,,
DESY3RM-68029,323.71449518837,-54.6761605089449,0.24467981,,,,,,,,,,,,,,,,,,,,,
DESY3RM-68236,41.4631546745938,-52.859601433471,0.24698721,0.0285,409.15702756154,40.442522691552206,1.631446566,0.4148907109999999,0.7193108940000001,6.522912317000001e+42,1.5997730694513603e+42,2.4898752015722304e+42,1.448425488e+43,4.17041786737856e+42,5.269731453600781e+42,1.704224319,0.7101996129999999,2.078451899,5.4124366620000005e+42,1.12896400215926e+42,2.4819719536669502e+42,1.220995127e+43,5.681394011208311e+42,7.09796319591404e+42
DESY3RM-68285,357.3395148237,-53.5046983349407,0.16268648,,,,,,,,,,,,,,,,,,,,,
DESY3RM-68561,351.186487556946,-55.4138854120483,0.2844927,0.0109,401.4273935924684,36.58097163540215,2.375673951,0.424653967,0.888987593,8.143964168e+42,1.1056422589818101e+42,2.4302770355701802e+42,1.9229128070000004e+43,3.5825786926858503e+42,5.493874937897491e+42,2.345077247,0.4607880599999998,0.9629995990000002,7.279908495e+42,1.2354490079437402e+42,2.6511341337439702e+42,1.7110423300000002e+43,4.23952757779529e+42,5.1652110950723803e+42
DESY3RM-69304,37.9001678347734,-58.5042790165192,0.24002124,,,,,,,,,,,,,,,,,,,,,
DESY3RM-69493,349.04574722951,-53.5007158632375,0.16219357,0.0113,372.1424675814413,37.960244797982334,1.034280033,0.2083673542999999,0.1588775010000001,1.129640461e+42,1.129640461e+42,-9.927171676868501e+41,1.9786998100000004e+42,1.9786998100000004e+42,-1.9786998100000004e+42,0.02257622776,0.00815640646,0.0091005054799999,1.3339150120000002e+40,1.3339150120000002e+40,-1.2694795847250001e+40,8.375980545000001e+47,8.375980545000001e+47,-4.267473248358321e+47
DESY3RM-69664,334.950207248983,0.81489212075549,0.2765683,,,,,,,,,,,,,,,,,,,,,
DESY3RM-69909,37.6630052085697,-3.99094464925071,0.27756324,,,,,,,,,,,,,,,,,,,,,
DESY3RM-70248,348.532188783392,-42.4682568870422,0.107575856,,,,,,,,,,,,,,,,,,,,,
DESY3RM-70446,75.9882555846767,-29.5996999754421,0.15935548,0.0148,555.35820342911,82.55903047501589,1.380926934,0.125241353,0.680994332,4.460330162000001e+42,2.4485792442632804e+42,2.88232059096593e+42,9.445772034000001e+42,5.40557668870798e+42,6.051347376147901e+42,1.369420027,0.1092105110000001,0.7010907429999997,3.9302544250000006e+42,2.17469629685e+42,2.37575328567557e+42,8.305403522000001e+42,4.8635253706692703e+42,5.3614777239680006e+42
DESY3RM-70800,48.6911573354407,-45.3120889948162,0.27606016,,,,,,,,,,,,,,,,,,,,,
DESY3RM-71079,349.821519527046,-55.3244120152027,0.1830025,0.012,445.97149412848324,20.462596941600488,1.190981885,0.0712022780000001,0.062970739,6.162261407000001e+42,5.9025019152455e+41,4.1127001103721004e+41,1.142329102e+43,1.16866497047623e+42,1.4495958965824303e+42,1.203831322,0.103287716,0.0862673079999998,4.2020679770000006e+42,2.7718665646912002e+41,5.9272474795328004e+41,7.823306054e+42,7.3999446428962e+41,1.2187638394236801e+42
DESY3RM-71205,330.198061359642,1.47021576070954,0.23651029,,,,,,,,,,,,,,,,,,,,,
DESY3RM-71748,84.9600783102772,-41.2796651171975,0.29268226,,,,,,,,,,,,,,,,,,,,,
DESY3RM-72522,348.834275460739,-54.3441801920434,0.20599687,0.00961,684.5639442541471,90.03174572432738,5.585688148,3.282549423,9.413749142,6.438474429000002e+42,6.372879854416461e+42,1.53343001821755e+42,2.2220938190000001e+43,1.2277576446401852e+43,9.533397461635281e+42,7.993766684,5.268299201,-7.993766684,3.2719982890000004e+42,3.2719982890000004e+42,1.5911858885501e+42,1.3373561830000002e+43,1.3373561634223043e+43,1.131014845646899e+43
DESY3RM-72655,16.5831886121587,1.13933716953431,0.18227187,,,,,,,,,,,,,,,,,,,,,
DESY3RM-73028,16.551439350706,1.13927769837785,0.19365354,,,,,,,,,,,,,,,,,,,,,
DESY3RM-73647,40.0936955824869,-1.76386937795197,0.2429841,,,,,,,,,,,,,,,,,,,,,
DESY3RM-73857,32.0009627173831,2.94233447287251,0.21027035,0.031,140.57057520608242,80.72136055348741,0.2866169252,0.2866169252,0.7780387828000002,7.51824841e+41,7.51824841e+41,3.7541646828307e+41,2.4681319790000002e+42,2.1830446335312205e+42,2.6000979118368303e+42,0.290217714,0.290217714,0.727133088,7.834427016e+41,7.834427016e+41,3.1345305600610004e+41,2.5262754170000002e+42,2.1008715059720703e+42,2.4661696113037703e+42
DESY3RM-74054,48.3821221116612,-53.3525650322696,0.16974412,0.0156,367.30089519548886,34.42472981853249,0.8043202568,0.1380770658,0.1074024895999999,5.461527951000001e+41,3.5902527911863e+41,2.6726019624346002e+41,9.402657152e+41,5.516059243806701e+41,5.199043527218501e+41,0.7468165818,0.2934984224999999,0.1368990553,5.2111123220000004e+41,3.8192290214080004e+41,2.4419654200509e+41,8.876047835e+41,4.815409797687801e+41,6.3956879597400005e+41
DESY3RM-74288,27.4912294631745,-7.51951264386774,0.17781036,0.0221,1221.8096536037408,175.93429668878136,6.771001776,1.784043843,2.9659830110000005,1.781825003e+43,1.1068238403631401e+42,2.00319759066737e+42,6.732544149000001e+43,1.767721653260844e+43,1.1931241977215901e+43,7.186146966,1.9413510030000003,3.4902777840000008,1.6876359390000004e+43,1.68235049293205e+42,1.57522594244872e+42,6.547321076000001e+43,1.993018170890685e+43,1.4706766454740371e+43
DESY3RM-74294,67.3958856968295,-43.9345728470356,0.2748549,,,,,,,,,,,,,,,,,,,,,
DESY3RM-74662,32.6288737110976,-0.464056364058436,0.2800687,,,,,,,,,,,,,,,,,,,,,
DESY3RM-75133,17.4348687060146,-0.332709791084826,0.28363788,,,,,,,,,,,,,,,,,,,,,
DESY3RM-75228,37.0637249631999,-9.72180621184742,0.18277255,,,,,,,,,,,,,,,,,,,,,
DESY3RM-75544,5.62225157490815,0.244619083407071,0.26990494,,,,,,,,,,,,,,,,,,,,,
DESY3RM-75673,18.4017621838722,-34.0026554561007,0.20640647,0.0221,477.6968976847347,272.6242293995033,1.372095562,1.3616422398,24.496480388,3.9929521930000004e+42,3.9929521930000004e+42,5.67139928562913e+42,7.896891990000001e+42,7.896891990000001e+42,1.3503154288789591e+43,0.02150107832,0.0107782748299999,0.00617339476,3.6503298760000004e+33,3.6503298760000004e+33,1.1964043096713532e+49,7.125281402e+42,7.125281402e+42,1.1899293916302774e+53
DESY3RM-76587,29.3408976358319,-0.812268721670538,0.24638689,,,,,,,,,,,,,,,,,,,,,
DESY3RM-77154,315.946568423042,-51.7284520290927,0.19717656,,,,,,,,,,,,,,,,,,,,,
DESY3RM-77885,44.620994864187,-9.08808370988712,0.19976461,0.0457,419.3868549012905,17.036664009917686,1.086233127,0.046879751,0.0882439149999998,2.5964216160000004e+42,2.7814185618619e+41,2.8620425102104002e+41,4.634477160000001e+42,4.6552831009533e+41,5.327072836812401e+41,1.083271388,0.061071641,0.0787492839999999,2.1288343830000003e+42,2.3093798022017003e+41,3.1519583603576002e+41,3.795451591e+42,5.385265920380801e+41,4.3146192953836e+41
DESY3RM-77953,22.3705008690437,0.153892878565795,0.2943812,0.0279,517.2536637665511,50.74555179983998,1.367762986,0.2979226480000001,0.39698108,5.0770020680000003e+42,2.5194113191251802e+42,2.4840942261342404e+42,9.883517422000001e+42,4.5633290075066404e+42,4.8183146024932103e+42,1.366576204,0.2617759479999999,0.2684025519999999,4.884761111000001e+42,2.5235785823607302e+42,1.90148764223807e+42,9.507061824000001e+42,3.78600124226766e+42,4.78338110249363e+42
DESY3RM-78260,37.122167607497,-4.85649300006771,0.14402217,0.025,448.6481350071598,29.30410508405192,1.178939625,0.1240696079999998,0.1006517799999999,5.085423727e+42,5.597891062617001e+41,5.7880848458115e+41,9.407593733000001e+42,1.2714329620216301e+42,1.02488911045881e+42,1.509603344,0.295210857,0.4258879979999999,3.433927859e+42,3.874728250613701e+41,6.9556165341952005e+41,7.012220657e+42,9.508239882925401e+41,1.4009802953161e+42
DESY3RM-78536,94.1264226336235,-48.0117804261734,0.29630563,,,,,,,,,,,,,,,,,,,,,
DESY3RM-78695,89.200493447163,-33.2623738825465,0.15964013,0.026,467.63188360983446,16.737649385844403,1.559611612,0.087974706,0.0804425909999999,1.46819621e+42,3.9162141549456e+41,2.2627822348638002e+41,3.028256325e+42,8.304712244576801e+41,6.5810726004791e+41,1.2158911,0.0618331659999999,0.05450493,1.1749665310000001e+42,3.2376382740268004e+41,2.6002167135619e+41,2.199397279e+42,4.948194485590201e+41,7.436395295949201e+41
DESY3RM-78763,33.746384247647,-6.2431384401979,0.23160343,,,,,,,,,,,,,,,,,,,,,
DESY3RM-79010,19.6458017137384,-1.24247031116275,0.20270704,,,,,,,,,,,,,,,,,,,,,
DESY3RM-79240,10.7931575736876,0.185228836120832,0.22404216,,,,,,,,,,,,,,,,,,,,,
DESY3RM-79270,49.5105999045322,-44.2292171007519,0.28282464,0.0111,977.0366477204971,11.579403161961439,5.193885285,0.0100735860000007,0.01008048,2.930929469000001e+45,4.68044141134616e+42,3.33625175574207e+42,9.77011962e+45,1.154356941655432e+43,1.43201109721765e+43,5.168775134,0.0104989019999992,0.0105063340000004,2.7339746160000004e+45,3.5847898712881103e+42,3.20458040318935e+42,9.090851656e+45,1.9171713565397542e+43,1.358609714441513e+43
DESY3RM-79737,37.7227740150462,-4.85842269216618,0.29301938,0.023,509.59428572619294,64.63054313811355,1.760146991,0.2853056200000001,0.6518705069999999,6.217575479e+42,2.3756771264423103e+42,1.8854438972241503e+42,1.314142851e+43,4.76297985439463e+42,3.79253092886874e+42,1.932085749,0.3530345290000001,0.7721328519999999,5.467228083000001e+42,1.55843523844603e+42,1.65803671752016e+42,1.1899117300000003e+43,4.3899444916501005e+42,3.0252278307374e+42
DESY3RM-80827,36.0786276382774,-47.0965718013998,0.23782013,,,,,,,,,,,,,,,,,,,,,
DESY3RM-81263,359.972202166152,-60.291108534,0.10847519,,,,,,,,,,,,,,,,,,,,,
DESY3RM-81269,38.5312271599756,0.963374413270017,0.2552699,,,,,,,,,,,,,,,,,,,,,
DESY3RM-81279,73.8625746912669,-20.78630045837,0.10013613,0.0273,410.22024347763113,44.580246733719186,0.9480901375,0.1792151628,0.1119185655,1.1949335950000001e+42,2.208903220497e+41,2.48031638392e+41,2.0220265910000002e+42,5.4281667673285e+41,4.4036720096759e+41,0.864059409,0.1617740636,0.2125283289999999,1.382488673e+42,8.4599984351917e+41,3.4044338352795003e+41,2.4110351100000002e+42,1.3420144545029601e+42,5.889422749569501e+41
DESY3RM-81655,73.6580950551614,-20.6374447949677,0.27059504,,,,,,,,,,,,,,,,,,,,,
DESY3RM-82083,83.0284142511984,-46.2372594016045,0.17480929,,,,,,,,,,,,,,,,,,,,,
DESY3RM-82489,34.4160625439586,-3.80639420050824,0.2955723,0.0192,540.6068278649519,24.3802617047695,1.866990079,0.1266946040000001,0.123082173,1.25328963e+43,1.06234738596381e+42,1.19288082267506e+42,2.696668572e+43,2.84832414133788e+42,2.63324495388753e+42,1.942230459,0.1352688689999999,0.1326057360000001,1.0615758760000002e+43,1.1128707768795801e+42,9.241854138277702e+41,2.3136911160000005e+43,2.3102273955595202e+42,2.80367956593852e+42
DESY3RM-82828,352.899583699923,-56.466562351405,0.17137998,0.0119,739.2577561238713,146.65526073121327,0.836700458,0.1634291382,0.185534792,9.845113608000001e+41,8.432639693158902e+41,8.7270664101737e+41,1.591311724e+42,1.09453004555046e+42,1.24231699215284e+42,0.7840771951,0.1579453828999999,0.1920856011,5.339686607000001e+41,5.339686607000001e+41,7.6315405357116e+41,8.505335819000001e+41,8.505335819000001e+41,1.31668703469275e+42
DESY3RM-83452,356.950732922352,2.21854916731495,0.18314181,0.036,408.4971526760547,30.5901115720724,0.03913723457,0.0108874790799999,0.03333141062,2.0627279080000004e+38,2.0627279080000004e+38,1.4569406165112083e+43,3.7287348490000004e+43,3.7287348490000004e+43,1.3093071003093543e+47,0.755923532,0.1253408012999999,0.2210056851,6.646924909e+41,6.646924909e+41,1.1092804482664e+42,1.134735277e+42,1.134735277e+42,2.0314276180761702e+42
DESY3RM-83519,8.78418736190148,-2.13721732178175,0.11407728,0.0286,622.8733834107541,54.0548136809342,2.051631613,0.2519198200000001,0.3335594629999998,9.736177174000002e+42,2.45220624105556e+42,3.4980383854054905e+42,2.2011846770000002e+43,6.60826607234729e+42,5.92431497832638e+42,1.937484411,0.2813087979999999,0.3306451179999998,8.018473273e+42,2.94085755951105e+42,3.18732944503411e+42,1.7794926780000001e+43,6.13818271872129e+42,6.7975288363008e+42
DESY3RM-83590,322.359515293356,0.0905559439525237,0.12537561,0.0327,1147.406712308198,32.002002363424474,6.017347361,0.2649580589999996,0.2642056880000005,4.944118553e+43,5.0908492408594006e+41,6.3331631581601005e+41,1.7599946570000002e+44,5.785962156868801e+42,3.130483153422621e+42,6.291734425,0.2814266029999999,0.280596794,4.569081666e+43,6.923434422194301e+41,4.6399806855036004e+41,1.6610342170000002e+44,4.05834428757604e+42,4.1637357962663104e+42
DESY3RM-84435,19.7909079068114,-44.0193702713872,0.23534667,,,,,,,,,,,,,,,,,,,,,
DESY3RM-84837,352.647334837975,-53.522874617797,0.17162713,0.0104,423.5781254880396,26.10032445050077,1.079431718,0.1022717982999998,0.1800089010000001,1.793459904e+42,8.874449916791002e+41,7.9139574795484e+41,3.203466103e+42,1.3770206077904401e+42,1.3468023339238302e+42,1.088907228,0.1056028347,0.2167347589999999,1.2649298260000002e+42,5.6278917043603e+41,8.4119797589352e+41,2.268066744e+42,1.04243778413323e+42,1.3169609070965901e+42
DESY3RM-85246,37.9100730772832,-5.25374401895972,0.13997833,0.0217,751.463793862747,91.68569655912033,3.451268702,0.9992547110000004,2.2437966409999994,4.2262150890000004e+42,8.289543905416802e+41,7.8416492516775e+41,1.1632080670000002e+43,3.60644395317257e+42,3.1112237122102e+42,0.6849558303,0.1311898213999999,0.1441852368,3.1330891520000004e+42,1.7038354041454502e+42,2.8253960437771004e+41,5.283593139000001e+42,2.2744875625221303e+42,5.861280774934601e+41
DESY3RM-85309,9.95893104703829,-43.8059887222129,0.18275492,0.0313,208.05684366780838,16.436157730394886,1.209633226,0.190124371,0.1109417919999999,1.2843784080000001e+42,2.4237578992507e+41,1.9677273198526002e+41,2.393866942e+42,3.6073637941978e+41,4.854334924239801e+41,1.165486141,0.1964426660999999,0.127735492,1.184760579e+42,2.2224842106721e+41,1.4816767097365002e+41,2.1760490130000002e+42,5.020201657359501e+41,2.8459222724369005e+41
DESY3RM-86698,19.4653368559483,-27.2344182645173,0.22245736,,,,,,,,,,,,,,,,,,,,,
DESY3RM-86854,333.556412760627,0.369244158449776,0.13400193,,,,,,,,,,,,,,,,,,,,,
DESY3RM-86894,356.41259133108,-52.8253196401393,0.16702327,,,,,,,,,,,,,,,,,,,,,
DESY3RM-87008,34.614669511185,-4.05832923586442,0.29660758,0.0194,300.75464309792045,49.841472125221955,0.4324317724,0.0976389965,0.1386075514999999,2.042809397e+42,4.982554447906601e+41,2.9432669544248e+41,3.3225900500000003e+42,8.0780004406288e+41,5.7434186168928e+41,0.493562369,0.1252854105999999,0.1462510657999999,1.667571297e+42,5.9648661561138e+41,4.568385516867001e+41,2.6302326330000003e+42,1.09721227555895e+42,4.2929156028837005e+41
DESY3RM-87557,346.321240704683,-51.2828279960197,0.26647496,0.00847,502.77798020503116,62.11861294751396,1.647161168,0.1480748460000001,0.5402385510000001,6.576446323e+42,1.1854197043096802e+42,1.3601145743062401e+42,1.375658192e+43,2.1475496158143602e+42,3.03289918983339e+42,1.724285514,0.2946628929999999,0.823212249,6.01816761e+42,9.0795058519729e+41,1.44358305524096e+42,1.281046031e+43,2.7868383497412002e+42,3.8231631287847807e+42
DESY3RM-87698,32.4862521464313,-4.64682903649007,0.28697094,,,,,,,,,,,,,,,,,,,,,
DESY3RM-87804,53.5358449643282,-39.2406644516994,0.21728641,,,,,,,,,,,,,,,,,,,,,
DESY3RM-87970,54.704744698128,-34.6619941790564,0.2812336,0.0147,455.85770975665105,72.51839760984063,1.370756215,0.2343048119999999,0.3791204810000002,9.480250715000002e+42,3.861439781353851e+42,2.95454653274142e+42,1.99939662e+43,9.89212676992385e+42,1.0276664818174001e+43,1.545595508,0.5327249889999999,2.566186759,5.793725445000001e+42,5.793725445000001e+42,4.2057067919582805e+42,1.2641201e+43,9.487795072028541e+42,1.4357228272138003e+43
DESY3RM-88071,19.4278945865577,-0.439886512291828,0.2163321,0.0303,476.0291675066565,31.241007776360558,1.690693544,0.3547608849999999,0.8430553030000001,2.1809995580000002e+42,1.10038862353631e+42,1.57385317118895e+42,4.616505652e+42,3.15895510385006e+42,3.74917266545367e+42,1.502292793,0.216010969,0.469872987,3.160234965e+42,3.160234965e+42,-2.3814677556920304e+42,6.415862616e+42,6.415862616e+42,-6.415862616e+42
DESY3RM-88111,51.6837395658966,-28.2305891331966,0.29858607,,,,,,,,,,,,,,,,,,,,,
DESY3RM-88238,355.035480317525,-56.0832377728019,0.109831676,0.0101,438.36812382345954,30.443362397025123,0.1191927924,0.0573527027299999,0.0629829153,5.054025204e+18,5.054025204000001e+18,8.65870063380712e+39,1.51228186e+20,1.51228186e+20,1.50713365876546e+42,0.1225823028,0.05319299103,0.0591372758999999,6.797890933e+27,6.797890933e+27,3.5480284602780004e+40,2.6403654640000003e+29,2.6403654640000003e+29,1.055581623918304e+43
DESY3RM-88950,83.3843905063011,-26.8830896963957,0.23337497,,,,,,,,,,,,,,,,,,,,,
DESY3RM-89140,16.8539954278978,1.11567317424351,0.2636148,,,,,,,,,,,,,,,,,,,,,
DESY3RM-89584,322.664536087951,-0.451027509591151,0.22284424,,,,,,,,,,,,,,,,,,,,,
DESY3RM-89629,56.6072574254659,-41.0559145626777,0.2518336,,,,,,,,,,,,,,,,,,,,,
DESY3RM-89656,38.1021462520021,-4.23609515545881,0.23557474,0.0218,445.91966958219166,59.80480178977617,2.885978894,0.8896996239999999,2.239551297,5.2815010330000005e+42,1.1249482425859401e+42,1.13094057119812e+42,1.3427140730000002e+43,3.61832020642891e+42,3.47865261492904e+42,0.3225810307,0.0472580993999999,0.0776955423999999,3.5644653370000004e+42,8.509964772126301e+41,5.311636039302801e+41,6.835874061e+42,1.6327722608633102e+42,1.17997304211612e+42
DESY3RM-89933,17.2229981870715,0.313923901224806,0.26422727,,,,,,,,,,,,,,,,,,,,,
DESY3RM-90253,39.0554754035681,-52.0863246915916,0.20014575,,,,,,,,,,,,,,,,,,,,,
DESY3RM-90952,35.7322626483711,-6.27676707361465,0.20450203,,,,,,,,,,,,,,,,,,,,,
DESY3RM-91055,16.6120879249378,0.456516582002313,0.26119432,,,,,,,,,,,,,,,,,,,,,
DESY3RM-91102,352.102558833885,-0.730726260936559,0.19591951,0.0432,203.4191982589486,23.494810856430753,0.009024860311,-0.751332500189,1.6720788596890002,5.652454495e+27,5.652454495e+27,9.992848477339621e+53,1.1074679090000001e+46,1.1074679089999998e+46,8.270206904583916e+61,0.1453105525,0.1453105525,-0.1453105525,3.7615379990000005e+41,3.7615379990000005e+41,-3.6228086416051e+41,4.852839945000001e+42,4.852839945000001e+42,-4.76191657528922e+42
DESY3RM-91134,26.2021763450268,-4.5494569497416,0.14125568,0.0206,417.67692503939816,15.58576480456883,1.186939511,0.0488407589999999,0.044101527,2.5999239500000002e+42,1.7971631926612604e+42,1.3661731341753502e+42,4.8188529160000006e+42,2.70515839803414e+42,2.9945442237051503e+42,1.002587588,0.0353373459999999,0.0331412880000001,2.374231865e+42,8.7049622398696e+41,1.24019234674099e+42,4.101386023e+42,1.84770678324374e+42,2.35480051912071e+42
DESY3RM-92078,350.163710955624,-60.2331774381603,0.20928565,0.0175,584.0084192314615,56.46278306713713,1.902354324,0.288609095,0.4549674919999997,1.123423121e+43,1.0921934011336401e+42,1.56051026903923e+42,2.453482898e+43,2.3401978729413702e+42,4.1021438629857003e+42,0.5946537991,0.102378967,0.0833025205999999,7.905214429000001e+42,1.18202078387418e+42,6.963962530351801e+41,1.227512079e+43,1.8807047503135904e+42,1.33146999739559e+42
DESY3RM-92149,355.022508359107,-55.2009154787192,0.27916506,0.0113,456.61498681189676,89.35402303689695,1.65145081,0.462999369,1.1610479699999998,6.018607271000001e+42,4.3792854142235706e+42,5.01695303901044e+42,1.3434021230000002e+43,1.192234655330701e+43,9.932295972804451e+42,1.602743933,0.5263036720000001,1.246550545,6.090386946e+42,3.980024292885811e+42,4.44528478868318e+42,1.3455150260000002e+43,1.068271796616976e+43,1.0239250349769911e+43
DESY3RM-92405,36.2137194204759,-47.1951936075115,0.22714517,,,,,,,,,,,,,,,,,,,,,
DESY3RM-92990,352.501863748768,-0.675059125317458,0.17420773,,,,,,,,,,,,,,,,,,,,,
DESY3RM-93041,13.9635930374379,-27.4351573174842,0.21304774,,,,,,,,,,,,,,,,,,,,,
DESY3RM-93067,14.0741979288463,-27.5112105397071,0.22879247,0.0164,613.0540677963694,33.78613935478142,2.615660873,0.5403683539999999,0.7038343309999999,1.5592620060000003e+43,6.250853809756442e+42,1.89504805429867e+42,3.821499886e+43,1.7134751004325651e+43,2.2470908248579802e+42,1.581739376,0.8642068573,0.7840448550000001,3.0162657390000005e+42,2.3547103525589302e+42,1.63822463552917e+42,6.228685685000001e+42,5.97750651654577e+42,4.3029594939967406e+42
DESY3RM-93101,28.4951876107486,-49.4086627968392,0.22026105,0.0182,680.4613025951887,140.96743483765124,3.42609031,1.3030151140000004,2.36149176,1.0543566330000001e+43,3.51513470275796e+42,1.91877574272321e+42,2.983226846e+43,1.012089395334379e+43,8.354990338081052e+42,3.476940302,1.325255698,2.975754025,8.292296687e+42,3.8329313324179205e+42,2.1641082903232504e+42,2.359419239e+43,8.756983021715781e+42,9.56095540425302e+42
DESY3RM-93103,354.126270165209,-59.6035222497531,0.19099647,0.0128,402.38532953701946,40.007025428517316,0.9518584582,0.1328516437,0.3606245628,4.623704702e+41,4.6237047019999005e+41,5.0103579360276e+41,7.785362933e+41,7.785362933e+41,7.339870833596101e+41,0.9671465319,0.1496462696999999,0.3241424371,1.6258250790000001e+41,1.6258250790000001e+41,4.7787341588899e+41,2.7550836740000005e+41,2.7550836740000005e+41,7.2633587198349e+41
DESY3RM-93267,30.3235867725087,-2.06193181118133,0.16805114,,,,,,,,,,,,,,,,,,,,,
DESY3RM-93309,80.6262376724672,-48.0822605523865,0.22478361,,,,,,,,,,,,,,,,,,,,,
DESY3RM-93393,36.5279168090179,-42.1574678779365,0.21509011,,,,,,,,,,,,,,,,,,,,,
DESY3RM-94020,22.9321832823749,-3.42616113228654,0.10816776,,,,,,,,,,,,,,,,,,,,,
DESY3RM-94036,16.732424384213,0.523045607077869,0.15499395,,,,,,,,,,,,,,,,,,,,,
DESY3RM-94208,334.588330451092,0.725912337176353,0.23170072,,,,,,,,,,,,,,,,,,,,,
DESY3RM-94240,352.038461786989,0.18594920445911,0.27488142,0.0404,562.6733941573982,61.14750730998019,0.7826988856,0.0882800655,0.2202112373999999,6.313201963e+42,9.1805502502473e+41,9.719801750859002e+41,1.0013015440000002e+43,1.2132631701030102e+42,1.2216521450570302e+42,0.3032554959,0.048477574,0.0716778108999999,6.011769033000001e+42,1.1617235571916601e+42,8.342656805020001e+41,1.1992152170000002e+43,1.60099486873336e+42,1.9473949991617602e+42
DESY3RM-94361,356.271002568865,-52.8238176955888,0.28363073,,,,,,,,,,,,,,,,,,,,,
DESY3RM-94838,78.2484740744252,-44.9072796327398,0.21522531,,,,,,,,,,,,,,,,,,,,,
DESY3RM-94910,32.6453556796802,-24.4963802813487,0.22439188,,,,,,,,,,,,,,,,,,,,,
DESY3RM-94988,354.542512700627,-53.2383085297709,0.25307307,,,,,,,,,,,,,,,,,,,,,
DESY3RM-95658,330.816294327706,-64.7287100492054,0.2798068,,,,,,,,,,,,,,,,,,,,,
DESY3RM-96331,35.5290628490183,-6.6126444865953,0.21351981,,,,,,,,,,,,,,,,,,,,,
DESY3RM-96354,13.9617523187986,0.652965607655973,0.2014509,0.0283,504.64447846509074,49.93064127301634,1.243158865,0.115890008,0.0908888809999999,1.3992608100000002e+43,1.5738280411878902e+42,1.50583051579114e+42,2.631100241e+43,3.17166283393295e+42,5.3738554608643406e+42,1.262812,0.1168220429999999,0.091962324,1.345692871e+43,1.48097490217772e+42,1.53118615563477e+42,2.5481409350000003e+43,3.29582086169729e+42,4.049599660974191e+42
