name,ra,dec,redshift,nH,r500,r500+-,Tx500,Tx500-,Tx500+,Lx500_0.5-2.0,Lx500_0.5-2.0-,Lx500_0.5-2.0+,Lx500_0.01-100.0,Lx500_0.01-100.0-,Lx500_0.01-100.0+,Tx500ce,Tx500ce-,Tx500ce+,Lx500ce_0.5-2.0,Lx500ce_0.5-2.0-,Lx500ce_0.5-2.0+,Lx500ce_0.01-100.0,Lx500ce_0.01-100.0-,Lx500ce_0.01-100.0+,radstep0,radstep1,radstep2,radstep3,radstep4,radstep5,radstep6,radstep7,radstep8,radstep9,radstep10,rad_converged,MEM_MATCH_ID,REFMAG,REFMAG_ERR,ZRED,ZRED_E,ZRED_CHISQ,BCG_SPEC_Z,Z_SPEC_INIT,Z_INIT,Z,LAMBDA_CHISQ,LAMBDA_CHISQ_E,LAMBDA_ZRED,LAMBDA_ZRED_E,R_LAMBDA,SCALEVAL,MASKFRAC,GEOMASKFRAC,CHISQ,Z_LAMBDA,Z_LAMBDA_E,Z_LAMBDA_NITER,EBV_MEAN,LNLAMLIKE,LNBCGLIKE,LNLIKE,NCROSS,RMASK,RA_ORIG,DEC_ORIG,W,DLAMBDA_DZ,DLAMBDA_DZ2,DLAMBDAVAR_DZ,DLAMBDAVAR_DZ2,LAMBDA_CHISQ_C,LAMBDA_CHISQ_CE,NCENT,NCENT_GOOD,Q_MISS,BCG_ILUM,ILUM,Z_LAMBDA_RAW,Z_LAMBDA_E_RAW,LIM_EXPTIME,LIM_LIMMAG_DERED,LIM_LIMMAG,LIM_LIMMAG_HARD,MASKGAL_INDEX
DESY3RM-50742,36.3781729153476,-4.23847678424016,0.14743604,0.023,534.5652073503209,15.839739155784494,1.586082086,0.04073594,0.0394754269999999,6.690648185000002E42,8.016830259065301E41,5.3867574521927004E41,1.388332792E43,1.5566418653224502E42,1.3308617212441401E42,1.671004706,0.0599146579999998,0.077663808,2.6056985000000004E42,6.3007450201247005E41,4.2988047456816E41,5.5108877550000005E42,1.2797173763139201E42,1.2818953011854E42,500.0,533.4203174863572,534.5029162397624,534.46593006534,534.5652073503209,534.5652073503209,534.5652073503209,534.5652073503209,534.5652073503209,534.5652073503209,534.5652073503209,true,50742,16.058159,0.001079248,0.15335137,0.010785204,0.6699226,0.14303,-1.0,0.15335137,0.14442505,15.930407,1.8420761,15.854132,1.7640297,0.6925408,1.0092857,0.008847383,0.0,1.0421133,0.14743604,0.006052305,1,0.026430303,17.906454,3.0149627,20.921417,1,0.85317224,36.3781729153476,-4.23847678424016,1.4028313,38.652348,-12823.61,57.49111,-19218.502,15.930407,0.0,5,1,-0.2253252,1.7837423,9.248277,0.14486463,0.0049051032,0.20330405,22.231716,22.231716,23.559084,31
DESY3RM-50903,37.4513699371058,-4.13152791068682,0.26258737,0.0229,495.0301062724004,118.32276297861421,2.161013533,0.6015280260000002,2.146689544,3.1366332210000005E42,8.1800784353772E41,1.1501045402722502E42,7.171752442E42,2.2899791701804402E42,3.38994341001299E42,2.644353265,1.324878518,5.693448813,2.660376083E42,1.4400021854980602E42,1.32579446717816E42,6.537658295E42,3.3463892327282705E42,2.61207140081015E42,500.0,671.7502917211028,544.1283079446281,519.2377658879246,442.4002518995595,542.8794994987967,495.0301062724004,495.0301062724004,495.0301062724004,495.0301062724004,495.0301062724004,true,50903,17.163343,0.0029267813,0.2760112,0.013321196,0.35636905,0.25475347,0.25475347,0.2760112,0.26211864,17.745749,2.2816916,14.877813,1.7642996,0.7076506,1.0508218,0.049951266,0.0,1.3331136,0.26258737,0.008012638,1,0.025674865,17.871101,1.8218881,19.69299,1,0.8956268,37.4513699371058,-4.13152791068682,1.0260713,4.663152,-1865.2609,36.016975,-4116.982,17.578642,0.8423201,5,3,-0.018022416,2.3691127,13.275127,0.26202887,0.0067541553,0.18407287,22.156586,22.156586,23.559084,32
DESY3RM-50928,34.8745467827385,0.253933042054117,0.27846062,0.0293,519.3035540226134,40.24379496371877,1.738715875,0.211838564,0.3536768869999998,5.658347206E42,5.6863205200717E41,1.04513275532661E42,1.2063192440000002E43,1.3362166349562401E42,2.94316457054718E42,1.732937347,0.2537872299999999,0.7465446760000001,3.991145883000001E42,4.8936908943912004E41,1.07770156144264E42,8.500801509000001E42,1.59248963529438E42,2.3971684861587804E42,500.0,522.8140300786013,520.1243212347897,521.0130053450091,519.3035540226134,519.3035540226134,519.3035540226134,519.3035540226134,519.3035540226134,519.3035540226134,519.3035540226134,true,50928,17.001204,0.0033762795,0.26846373,0.012466017,1.4414088,0.27354628,-1.0,0.2959003,0.2833682,14.13032,1.7676268,11.994623,1.7408967,0.6761303,1.0024314,0.0054604122,0.0,1.1659254,0.27846062,0.008902394,4,0.03747127,17.867126,1.9986453,19.865772,1,0.80835664,34.88659240299,0.255108539905158,1.1600485,26.755972,3286.9666,45.933193,19285.451,14.095697,0.1605844,5,2,-2.912051,3.1568604,10.244952,0.2786693,0.0075152316,0.19879477,22.214758,22.214758,23.559084,18
DESY3RM-50985,36.3529425618694,-4.67918252653535,0.28354776,0.0225,624.9336142274367,33.871402419692785,2.340777145,0.202659331,0.2123957719999998,2.0892016890000003E43,2.0892016890000003E43,1.8763607730325233E46,4.907779474E43,4.907779474E43,5.025799198169675E46,2.141902368,0.1804925649999997,0.3408040920000004,1.0524157550000001E43,1.0524157550000001E43,1.5180795639835566E46,2.398210823E43,2.398210822999999E43,3.5298654796065956E46,500.0,592.4959065652558,631.6108281523972,623.9463538049971,624.9336142274367,624.9336142274367,624.9336142274367,624.9336142274367,624.9336142274367,624.9336142274367,624.9336142274367,true,50985,16.603037,0.0030166123,0.27658573,0.012899776,0.7785743,0.26428178,-1.0,0.27658573,0.28546032,13.82522,1.6264673,13.64216,1.8160002,0.673185,1.010008,0.014496376,0.0,0.33138928,0.28354776,0.009801004,1,0.026355645,17.852854,2.8453097,20.698164,1,0.8004552,36.3529425618694,-4.67918252653535,1.3630817,-2.17808,1047.5841,-6.025538,21757.002,13.82522,0.0,5,1,-4.355418,4.755963,12.8428755,0.28397572,0.008468402,0.19869147,22.214365,22.214365,23.559084,52
DESY3RM-51287,323.748244546423,-63.1438633805456,0.29114085,0.0308,499.27956853380203,40.7557351291071,1.61465976,0.2210622720000001,0.4588153809999997,7.199196560000001E42,7.455383734335601E41,1.1824920384189502E42,1.492845474E43,2.3780097335897302E42,3.15123908385379E42,1.597006384,0.302919039,0.477905794,6.565338229000001E42,7.620414176851901E41,1.3521528587342102E42,1.3560672870000003E43,3.02869427363657E42,3.06593462745725E42,500.0,497.21704232189114,497.82392788345055,500.22660539038986,499.27956853380186,499.279568533802,499.27956853380203,499.27956853380203,499.27956853380203,499.27956853380203,499.27956853380203,true,51287,17.031628,0.0035856282,0.2854246,0.0127506135,0.91838753,-1.0,-1.0,0.2862149,0.28984675,11.140345,1.8865031,12.696352,2.0461366,0.6447327,1.0223286,0.019069413,0.0,0.737542,0.29114085,0.00904092,1,0.03617374,17.78932,3.800375,21.589695,1,0.7263384,323.750978323304,-63.1507593838523,1.4899251,7.265695,-107.57128,27.873213,5295.027,10.977797,0.18228003,5,2,-7.1618514,3.4058282,10.974311,0.29186037,0.0074045407,0.2749418,22.459938,22.459938,23.559084,76
DESY3RM-52451,341.582229628886,-52.7284418028992,0.20253924,0.00973,1124.2320492579368,16.130409099910302,6.153654125,0.0763720360000004,0.0764710549999998,5.743769155E44,2.2518972818639E42,2.9897685695133005E42,2.0730708350000002E45,1.7612503419608111E43,1.295564614344498E43,6.068505769,0.0818588340000001,0.0819542230000003,5.2207135080000004E44,2.6360694331137704E42,2.56138288600733E42,1.871639183E45,1.404218827024481E43,1.3067334760789071E43,500.0,1256.439606965919,1106.2375773083559,1125.3276925023463,1124.2320492579368,1124.2320492579368,1124.2320492579368,1124.2320492579368,1124.2320492579368,1124.2320492579368,1124.2320492579368,true,52451,17.792482,0.01076036,0.20643821,0.015738305,10.980375,-1.0,-1.0,0.20643821,0.20065895,5.511259,1.5396246,5.2366695,1.4806075,0.5600801,1.0181749,0.021770267,0.0,11.10536,0.20253924,0.014509694,1,0.012926836,17.54113,-3.8888922,13.652238,0,0.5291728,341.582229628886,-52.7284418028992,1.2449739,39.471237,6151.7734,72.71815,8486.344,4.937841,0.7621981,5,2,0.87137747,0.72076076,2.403783,0.19946854,0.014129556,0.31377876,22.559835,22.559835,23.559084,33
DESY3RM-53026,34.66717608148,-3.38500329454472,0.21648414,0.019,497.0831702082522,45.23269783385782,0.7363370582,0.1371572594999999,0.7316957638000001,2.29160621E42,1.52854051955801E42,1.6764510500557504E42,3.5939726050000006E42,2.4970721492053503E42,3.0753270487379006E42,0.7727669085,0.1367014814999999,0.179657621,1.714367113E42,1.5547918675047E42,1.56134590516068E42,2.7164326280000005E42,2.6343336854568803E42,2.7054611662358104E42,500.0,329.1986892858075,473.80286521797717,463.4032570352435,497.0831702082522,497.0831702082522,497.0831702082522,497.0831702082522,497.0831702082522,497.0831702082522,497.0831702082522,true,53026,16.300758,0.0020504564,0.20514598,0.009442499,1.6774302,0.21936972,0.21936972,0.20514598,0.21353833,14.862558,2.3339999,17.852533,1.8876493,0.68299687,1.15385,0.13150753,0.0,1.7444915,0.21648414,0.0060118674,2,0.021063115,17.420368,3.805149,21.225517,1,0.82694525,34.66717608148,-3.38500329454472,1.3749688,3.1049519,-669.2501,34.88915,3116.716,14.779158,0.33568758,5,2,-3.7281926,3.317102,9.581976,0.21377872,0.0049427124,0.21759987,22.283094,22.283094,23.559084,66
DESY3RM-54439,32.4662841102309,-6.1198900183816,0.279185,0.019,541.4744387691647,103.44681931353178,1.582241624,0.6424533761999999,-1.582241624,3.305594299000001E42,2.28180743804067E42,2.22566029398269E42,7.271846334000001E42,5.3250938668099605E42,5.566893914154051E42,1.368453577,0.6290071998,11.390370403,2.5065681630000003E42,2.5065681630000003E42,1.8073582084153402E42,5.2876778020000006E42,4.6455933259125306E42,5.20904526265341E42,500.0,527.2913188240279,515.6882641810705,520.5548714497766,541.4744387691647,541.4744387691647,541.4744387691647,541.4744387691647,541.4744387691647,541.4744387691647,541.4744387691647,true,54439,16.667894,0.0011609215,0.2846026,0.012021018,1.1409032,-1.0,-1.0,0.2846026,0.27948996,14.054045,1.6309282,17.394884,1.965436,0.67539877,1.0046318,0.006231306,0.0,1.5833983,0.279185,0.00931452,1,0.023751333,17.14365,3.0398636,20.183514,1,0.80639017,32.4662841102309,-6.1198900183816,1.6800268,9.140569,-3136.9004,12.9663315,-7819.136,14.041438,0.09043623,5,2,-4.3567605,4.3188143,10.208635,0.2794259,0.007985582,0.30317056,22.533833,22.533833,23.559084,21
DESY3RM-55049,58.8500209687329,-58.9340298738417,0.112626374,0.0152,438.04979068746803,62.93107961875713,1.080498379,0.2690225508,0.3528354449999999,7.740415519000001E41,7.740415519000001E41,-1.2365447820169002E41,1.4766627710000002E42,1.4766627710000002E42,1.7081240526643003E41,1.085980463,0.3802305593,0.751461967,6.171521738E41,6.1715217379999E41,3.0322273438961003E41,1.1801837260000001E42,1.1801837260000001E42,7.773041456022801E41,500.0,398.18916524618277,487.34953047132166,414.0287164797681,438.04979068746803,438.04979068746803,438.04979068746803,438.04979068746803,438.04979068746803,438.04979068746803,438.04979068746803,true,55049,15.186642,8.5411465E-4,0.12611572,0.008859982,9.3771,-1.0,-1.0,0.12611572,0.11340102,12.711607,1.6278359,13.993025,1.382192,0.6619727,1.0246328,0.025322866,0.0,11.967767,0.112626374,0.0061071706,1,0.021811923,17.027435,3.1464348,20.17387,1,0.7707701,58.8500209687329,-58.9340298738417,1.5316825,-8.518102,-1135.6411,-9.46483,-684.03876,11.804854,1.0815306,5,2,-3.713856,2.307293,10.21908,0.11132563,0.0039479607,0.28314435,22.482164,22.482164,23.559084,96
DESY3RM-56603,36.266975747726,-29.4712542164063,0.25897226,0.0168,768.8481491895644,14.253018196667457,3.33236342,0.0689712789999998,0.0691312159999997,2.221520757E44,3.32275465093081E42,4.2099032515125E42,6.004215455E44,1.044147717115294E43,7.813262219710861E42,3.335521479,0.0725743489999999,0.0727647419999999,2.0567454480000002E44,3.6974169087649503E42,3.8061893116452104E42,5.561191699E44,1.0237053338556451E43,1.1445166668788521E43,500.0,766.0912802190801,769.0283176945221,768.3818272886516,768.8481491895644,768.8481491895644,768.8481491895644,768.8481491895644,768.8481491895644,768.8481491895644,768.8481491895644,true,56603,17.419163,0.11735954,0.2582501,0.027380286,17.178743,-1.0,-1.0,0.2582501,0.25826326,16.83045,2.23884,7.0977764,1.692294,0.70019525,1.0174036,0.019268293,0.0,17.082876,0.25897226,0.012714154,1,0.018566458,16.730976,2.3690162,19.099993,4,0.87453604,36.266975747726,-29.4712542164063,1.492679,8.082263,-174.14616,74.15272,-3965.0947,16.657438,0.4359977,5,3,-0.69243467,1.8116463,11.062633,0.25822848,0.011994777,0.251088,22.391321,22.391321,23.559084,31
DESY3RM-57517,52.6573289374196,-28.8433892754662,0.15932053,0.00673,487.3393128941276,64.93414483240622,1.361767003,0.30920699,0.362158111,5.733603188000001E41,3.7206744987261E41,4.507082911852301E41,1.134289273E42,7.1191199279962E41,8.853109505841001E41,1.365766314,0.319806988,0.43871459,2.9600592580000003E41,2.9600592580000003E41,4.282763138667E41,5.865702851000001E41,5.865702851000001E41,8.391331581130101E41,500.0,486.8870454762147,487.2583322475004,486.9972200757635,487.33931289412754,487.3393128941276,487.3393128941276,487.3393128941276,487.3393128941276,487.3393128941276,487.3393128941276,true,57517,15.849242,0.0013496028,0.15895122,0.008880995,1.101838,0.15015,-1.0,0.15895122,0.15704264,14.03879,1.7689747,14.542204,1.7461102,0.6752521,1.0261483,0.026812313,0.0,1.0123276,0.15932053,0.006144437,1,0.009488766,16.566837,4.0232577,20.590096,1,0.8059962,52.6573289374196,-28.8433892754662,1.1660309,1.2983315,345.28253,-0.06219657,7820.8784,13.621699,0.5157434,5,3,-3.254268,2.5423474,13.2168865,0.15643622,0.005161261,0.27517632,22.460583,22.460583,23.559084,89
DESY3RM-57936,316.767953769011,-47.1379090813137,0.2198792,0.0254,586.458519418152,71.09489697976856,2.457892608,0.6429824339999999,1.0915580290000002,8.489917618000001E42,1.0521782940430102E42,1.8636983853702302E42,2.0230664060000001E43,2.6163168150642203E42,4.4194896570297204E42,2.333206839,0.6854677989999998,1.4402497970000003,6.225985702E42,1.0032932644894801E42,2.2422838799589702E42,1.455921381E43,2.50984783398479E42,4.11422853014094E42,500.0,607.2363387300511,557.8110057478658,573.3086256249914,681.5771769401235,472.84685339860204,564.9744254920737,586.458519418152,586.458519418152,586.458519418152,586.458519418152,true,57936,16.87305,0.0029752252,0.21881482,0.00965572,1.4951922,-1.0,-1.0,0.21881482,0.21738489,14.450674,2.694309,14.267614,1.8502059,0.67916864,1.2054323,0.17103961,0.0,1.4059845,0.2198792,0.0066822693,1,0.03302822,16.492537,2.7684457,19.260983,1,0.8165528,316.767953769011,-47.1379090813137,1.9766866,38.173744,-10515.346,244.67657,-86093.07,14.496915,0.2378005,5,3,-1.8470296,2.031651,7.8160777,0.21729273,0.005715027,0.21909371,22.288267,22.288267,23.559084,74
DESY3RM-58430,340.672294882567,-64.4835256157076,0.11040428,0.0237,682.3058828519185,23.782179714172678,2.501099334,0.1201262280000001,0.1198668879999997,2.2739475580000003E43,7.727853532821301E41,7.009900951558E41,5.504966242000001E43,2.0763230067453303E42,2.48996772700032E42,3.298021931,0.263328188,0.4604338069999998,1.575131152E43,5.968263447606901E41,7.6530029516828E41,4.2537038430000003E43,2.67707585730344E42,2.2047158727685102E42,500.0,620.1068089534332,635.3658893985428,662.3123077347778,682.3058828519185,682.3058828519185,682.3058828519185,682.3058828519185,682.3058828519185,682.3058828519185,682.3058828519185,true,58430,14.582224,5.8916304E-4,0.10947438,0.0070191477,2.3210928,-1.0,-1.0,0.10947438,0.109002635,15.060873,2.179223,14.145575,1.6801002,0.6848099,1.0480043,0.048422597,0.0,1.7732546,0.11040428,0.00648685,1,0.03289744,16.4111,2.7331045,19.144205,1,0.8318925,340.672294882567,-64.4835256157076,0.9844737,22.760342,4088.2673,93.87,13025.299,15.060873,0.0,5,1,-1.7296765,3.8695073,11.763053,0.1091951,0.004427819,0.18789901,22.17214,22.17214,23.559084,92
DESY3RM-60212,83.3312348843111,-26.6560474593899,0.19463027,0.0206,439.5931809627246,33.41033508151638,1.18350264,0.145517401,0.1192493970000001,2.863945629E42,4.3098006381307E41,3.7878168695234E41,5.2935855950000006E42,8.675223342352801E41,6.3977887587438005E41,1.110818432,0.1134353863,0.161007672,2.23997985E42,4.7732443156225E41,3.1026334478370004E41,4.0457542030000004E42,9.041478974307601E41,7.459337112898601E41,500.0,460.84432773120733,443.32773668110895,440.19496134378403,439.5931809627246,439.5931809627246,439.5931809627246,439.5931809627246,439.5931809627246,439.5931809627246,439.5931809627246,true,60212,16.402885,0.0013402661,0.18811283,0.00935166,1.0324531,-1.0,-1.0,0.18811283,0.18918307,14.587969,2.390574,11.842073,1.6605822,0.6804543,1.0868438,0.080585174,0.0,0.9608712,0.19463027,0.006100264,1,0.05768531,16.111357,4.1086326,20.21999,1,0.82003486,83.3312348843111,-26.6560474593899,1.4850094,7.3618593,-473.57132,29.333277,-505.42392,14.587969,0.0,5,1,-1.7463355,2.3664672,7.3428597,0.19145271,0.00515591,0.29936215,22.524275,22.524275,23.559084,12
DESY3RM-60783,57.4800810548879,-50.1779744866334,0.22167635,0.0107,319.3908829501791,56.38965041776406,0.6867065409,0.4353619242,0.1977884308999999,2.0391281550000003E42,8.1971821597584E41,4.214349254877801E41,3.1530823930000006E42,1.4611732240954702E42,5.4980762115251E41,0.7514008616,0.1800829374999999,0.1858971355999999,2.0613981830000002E42,9.951376221308E41,5.6240309518036006E41,3.244423964E42,1.0209629364131601E42,1.0972057457181101E42,500.0,279.0000423199718,318.7711938570342,318.50410935121005,319.3908829501791,319.3908829501791,319.3908829501791,319.3908829501791,319.3908829501791,319.3908829501791,319.3908829501791,true,60783,17.005695,0.0020282008,0.21790074,0.009517334,0.7865311,-1.0,-1.0,0.21790074,0.2199121,15.732092,1.9339732,14.511694,1.8977218,0.6908079,1.0043726,0.0046330164,0.0,0.7484567,0.22167635,0.0057624974,1,0.0099425465,16.023441,3.5476017,19.571043,1,0.84837633,57.4800810548879,-50.1779744866334,1.4280833,16.842646,-2286.3386,87.86868,-5057.5522,15.479722,0.41395193,5,4,-0.78013676,1.8310648,12.503026,0.21915683,0.0045885514,0.30871984,22.547546,22.547546,23.559084,83
DESY3RM-61637,32.5093047493559,-5.46777440685168,0.15150827,0.0193,597.9699989853077,33.071087969186785,2.069530048,0.1641756379999999,0.4283890670000003,9.754323777000001E42,5.196948717952801E41,7.6947505866491E41,2.2089883890000002E43,1.6869344208937603E42,2.2781155016150202E42,1.959640084,0.2023951159999999,0.1945216620000003,7.408068473000001E42,3.7892778304788E41,7.6012954545372E41,1.6478946940000002E43,1.44546559108271E42,1.6612552008907904E42,500.0,628.9862446195558,601.3076684047633,616.1983963136519,597.9699989853077,597.9699989853077,597.9699989853077,597.9699989853077,597.9699989853077,597.9699989853077,597.9699989853077,true,61637,15.486854,8.7869423E-4,0.14361416,0.010030563,0.83703107,0.13818167,0.13818167,0.14361416,0.14959401,11.109835,1.3043274,10.103006,1.1052189,0.6443792,1.021819,0.023717454,0.0,0.5317727,0.15150827,0.009112522,1,0.0226634,15.888092,2.4388313,18.326923,1,0.7254426,32.5093047493559,-5.46777440685168,2.0479224,4.367066,2946.1248,37.992573,8902.239,11.119705,0.10597391,5,3,-2.731864,3.1940036,10.9562235,0.14882037,0.008429186,0.29380172,22.5101,22.5101,23.559084,13
DESY3RM-62431,34.5228092627981,-3.65625874710493,0.21222384,0.0189,520.5563077956593,17.949805748332768,1.601670758,0.065570756,0.061942197,3.6871836880000004E42,1.2591462728845201E42,1.19745232921508E42,7.624545425E42,2.2367732213817704E42,2.9377289638872604E42,1.610627774,0.0771715179999998,0.072127451,2.859626609E42,1.2893086520390402E42,9.6297971877955E41,5.92505282E42,2.3433778439019303E42,3.10243228100614E42,500.0,524.4628935961562,516.4775259864022,519.9148488900431,520.5563077956593,520.5563077956593,520.5563077956593,520.5563077956593,520.5563077956593,520.5563077956593,520.5563077956593,true,62431,16.35341,0.0017366264,0.21334934,0.010313796,0.2012343,-1.0,-1.0,0.21334934,0.20947646,18.188143,2.2795348,22.703615,2.3332973,0.7111442,1.0063694,0.0075901328,0.0,0.24555665,0.21222384,0.0057643056,1,0.022927813,15.76017,2.7227964,18.482967,1,0.9056062,34.5228092627981,-3.65625874710493,0.99018735,5.8567743,3541.4573,16.84979,10482.448,17.402811,1.2074041,5,2,-1.5371271,3.0215034,13.269896,0.20938489,0.004671192,0.21036848,22.257542,22.257542,23.559084,55
DESY3RM-64289,37.2163603116118,-9.05610902429961,0.22946899,0.0277,620.8644300734248,47.668559735928625,2.211266795,0.2670775569999997,0.4366071520000001,1.690038848E43,1.4617202617859302E42,1.65996656874878E42,3.9002735540000005E43,2.63326643066804E42,4.76689951801583E42,2.488262047,0.4107364229999999,0.590145669,1.561507569E43,1.1923003582128201E42,1.80964429949883E42,3.7559120330000004E43,4.615284147856E42,4.74795683543992E42,500.0,399.11835910842785,201.87631552492968,84.40856240513777,695.4149183623658,590.7177434461316,620.8644300734248,620.8644300734248,620.8644300734248,620.8644300734248,620.8644300734248,true,64289,16.76463,0.0018941545,0.23097514,0.010584107,0.5617478,0.22767986,0.22767986,0.23097514,0.22734152,13.565886,1.7674651,15.3812275,1.9172956,0.6706403,1.0008427,9.997501E-4,0.0,0.68708223,0.22946899,0.0065353257,1,0.026837312,15.481617,3.790019,19.271637,1,0.7936633,37.2163603116118,-9.05610902429961,1.6340232,11.6747265,4579.8794,31.534668,-3604.4624,13.629296,0.1376087,5,3,-4.47616,2.4792564,11.707214,0.22726837,0.0054549435,0.23546787,22.34276,22.34276,23.559084,48
DESY3RM-64580,8.97760714167786,-44.7768783482997,0.23869823,0.0435,557.1220180623551,30.056773699135416,1.859175578,0.1598252200000001,0.203984924,1.6611795090000003E43,1.0062393242973302E42,1.46443458433673E42,3.619823215E43,3.4346105292919507E42,3.442557152885551E42,1.842331846,0.159923239,0.2411588390000001,1.3861528270000002E43,1.0970032126978501E42,1.3074508210954101E42,3.0122245330000005E43,2.8348345056811705E42,3.99985390333786E42,500.0,550.1315242639039,551.6813346265013,548.748723982801,557.1220180623551,557.1220180623551,557.1220180623551,557.1220180623551,557.1220180623551,557.1220180623551,557.1220180623551,true,64580,16.25706,0.0015644474,0.22473153,0.010092218,1.4329631,0.232261,0.23203,0.23783171,0.23338753,13.82522,2.1083577,11.277639,1.6549745,0.673185,1.05925,0.055308644,0.0,1.5334249,0.23869823,0.007220557,2,0.0097556785,15.435659,0.19504286,15.630702,1,0.8004552,9.00846438003499,-44.7977220622049,1.0660536,-4.963655,19.489147,-4.355622,29105.344,13.82522,0.0,5,1,-2.3505087,4.349017,13.377108,0.236924,0.0061638257,0.27978227,22.473133,22.473133,23.559084,34
DESY3RM-64620,348.441431319534,-53.436885547771,0.14093554,0.0111,472.34115939062065,19.23830549587367,1.272257468,0.0614054939999999,0.0544459389999998,5.85587612E42,5.3992081386046005E41,4.6243381837315E41,1.1184980050000001E43,1.3361692257001702E42,1.1747415146434201E42,1.544010329,0.4171237910000001,0.15669565,3.9347971350000003E42,4.4901098749111005E41,6.103856598452301E41,8.089846823000001E42,1.02999849499738E42,1.6197956796133002E42,500.0,464.5890108227424,472.68047704764365,472.05880673044567,472.34115939062065,472.34115939062065,472.34115939062065,472.34115939062065,472.34115939062065,472.34115939062065,472.34115939062065,true,64620,15.544412,6.7576463E-4,0.14038053,0.008957429,0.41438356,-1.0,-1.0,0.14038053,0.13886733,12.040388,1.5634006,11.2013645,1.311514,0.65482926,1.0225921,0.022363406,0.0,0.1367524,0.14093554,0.0066326535,1,0.011193919,15.428955,4.076123,19.505077,1,0.7521818,348.441431319534,-53.436885547771,1.176124,3.6180072,3941.8667,-40.334656,933.0774,12.040388,0.0,5,1,-2.0035157,2.6117358,9.280115,0.13856775,0.005488696,0.38408297,22.712688,22.712688,23.559084,62
DESY3RM-65178,356.228653286936,-53.7307900017776,0.23013298,0.0143,461.6801612943588,67.42056929077431,1.306913036,0.3252690914,0.4842421699999999,4.006240180000001E42,2.3971078427125304E42,2.14511680719396E42,8.247248372000001E42,4.460066704058071E42,4.3219177740757305E42,1.394380431,0.3759477390000001,1.5896302269999998,3.7057882300000004E42,3.6554559166590407E42,2.07080443043164E42,7.853392301000001E42,5.3312466418399704E42,5.988671187330691E42,500.0,471.69554588703755,461.9351126703665,460.00562151040333,461.6801612943588,461.6801612943588,461.6801612943588,461.6801612943588,461.6801612943588,461.6801612943588,461.6801612943588,true,65178,16.343794,0.0017019612,0.2454304,0.011053685,9.142219,-1.0,-1.0,0.2454304,0.2280368,11.857328,1.4550387,12.192938,1.4590402,0.6528259,1.0029097,0.0061459667,0.0,11.737475,0.23013298,0.007620357,1,0.012953979,15.344012,1.7618887,17.105902,1,0.7470139,356.228653286936,-53.7307900017776,1.8193634,14.959596,-2361.8362,38.00877,-11036.657,11.674996,0.30320653,5,2,-5.3577266,3.678319,10.543132,0.22796126,0.006711185,0.40723127,22.756935,22.756935,23.559084,33
DESY3RM-65208,355.598564914962,-54.2390438110964,0.19576591,0.0157,418.37586676874616,42.67600772000479,1.0854458,0.0788422049999999,0.1041360069999999,2.02798638E42,1.25584324185994E42,1.2432196948027201E42,3.633965221E42,2.4329349271962102E42,1.48278473321249E42,1.084837662,0.2498654714999999,0.167509694,1.8710895210000003E42,8.4907191149982E41,9.981666660780301E41,3.352200739E42,2.3957198228785602E42,1.7747640383617202E42,500.0,455.85125540965464,419.17582388748593,419.83846030189306,418.37586676874616,418.37586676874616,418.37586676874616,418.37586676874616,418.37586676874616,418.37586676874616,418.37586676874616,true,65208,16.134192,0.0010833058,0.1952013,0.010053418,0.489809,-1.0,-1.0,0.1952013,0.19259901,11.826818,1.4077044,11.582739,1.2557305,0.6524896,1.0136702,0.013921114,0.0,0.2840459,0.19576591,0.006865061,1,0.009728743,15.339133,4.0944924,19.433626,1,0.74614835,355.598564914962,-54.2390438110964,1.4348277,1.2932171,-208.31712,23.98601,-1034.9963,11.826818,0.0,5,1,-3.006296,3.0735238,7.860228,0.19259933,0.0060391044,0.4819669,22.884327,22.884327,23.559084,68
DESY3RM-65552,53.7879410218367,-28.7575803730443,0.11455238,0.00718,456.3727885610716,19.16035020497292,1.170933882,0.0568677119999998,0.05071343,1.186466344E42,4.0197585191022E41,3.9056787577202006E41,2.1914153590000002E42,5.867380779059501E41,6.800286080030201E41,1.11104104,0.0614702949999999,0.067733851,6.989707303E41,2.3272856542500004E41,3.998637288859E41,1.2668304340000001E42,7.2483228151101E41,6.760777933086201E41,500.0,464.37742603007274,458.2792056919135,456.0268991206516,456.3727885610716,456.3727885610716,456.3727885610716,456.3727885610716,456.3727885610716,456.3727885610716,456.3727885610716,true,65552,15.650951,5.73653E-4,0.121822685,0.00930518,0.44946706,0.10451,-1.0,0.121822685,0.11316507,10.560656,1.6043941,11.704779,1.3238065,0.63787884,1.0554898,0.0561651,0.0,1.0795127,0.11455238,0.006745694,1,0.00867864,15.292907,2.881927,18.174833,1,0.70908046,53.7879410218367,-28.7575803730443,1.2855812,26.19319,9195.899,118.77182,36836.71,10.57445,0.12343379,5,2,0.033119503,1.5557463,7.7530513,0.11317282,0.004943433,0.24318996,22.367157,22.367157,23.559084,43
